日付,価格
2023-08-04,2267.5150000000003
2023-08-07,2273.2749999999996
2023-08-08,2292.94
2023-08-09,2285.955
2023-08-10,2290.7250000000004
2023-08-14,2293.715
2023-08-15,2292.7349999999997
2023-08-16,2265.5600000000004
2023-08-17,2252.885
2023-08-18,2235.355
2023-08-21,2241.465
2023-08-22,2259.745
2023-08-23,2265.91
2023-08-24,2283.09
2023-08-25,2265.045
2023-08-28,2292.3450000000003
2023-08-29,2304.9399999999996
2023-08-30,2313.8450000000003
2023-08-31,2323.29
2023-09-01,2339.175
2023-09-04,2365.4300000000003
2023-09-05,2376.6
2023-09-06,2388.1400000000003
2023-09-07,2385.085
2023-09-08,2365.565
2023-09-11,2364.795
2023-09-12,2375.5249999999996
2023-09-13,2379.06
2023-09-14,2398.125
2023-09-15,2424.275
2023-09-19,2425.125
2023-09-20,2419.12
2023-09-21,2391.825
2023-09-22,2368.2
2023-09-25,2384.4849999999997
2023-09-26,2379.6000000000004
2023-09-27,2367.79
2023-09-28,2351.365
2023-09-29,2337.1499999999996
2023-10-02,2326.4750000000004
2023-10-03,2290.395
2023-10-04,2231.6499999999996
2023-10-05,2248.99
2023-10-06,2264.165
2023-10-10,2299.285
2023-10-11,2311.16
2023-10-12,2331.415
2023-10-13,2316.415
2023-10-16,2280.9300000000003
2023-10-17,2295.085
2023-10-18,2295.495
2023-10-19,2264.76
2023-10-20,2251.995
2023-10-23,2242.435
2023-10-24,2243.2799999999997
2023-10-25,2255.5699999999997
2023-10-26,2230.6400000000003
2023-10-27,2244.19
2023-10-30,2232.13
2023-10-31,2247.72
2023-11-01,2298.26
2023-11-02,2327.45
2023-11-06,2356.205
2023-11-07,2343.9449999999997
2023-11-08,2323.04
2023-11-09,2323.56
2023-11-10,2329.1499999999996
2023-11-13,2343.5299999999997
2023-11-14,2348.27
2023-11-15,2371.125
2023-11-16,2368.185
2023-11-17,2375.875
2023-11-20,2381.34
2023-11-21,2370.19
2023-11-22,2368.745
2023-11-24,2394.0699999999997
2023-11-27,2388.535
2023-11-28,2381.0950000000003
2023-11-29,2365.325
2023-11-30,2368.13
2023-12-01,2383.875
2023-12-04,2366.94
2023-12-05,2349.88
2023-12-06,2368.3
2023-12-07,2364.76
2023-12-08,2334.05
2023-12-11,2351.705
2023-12-12,2362.305
2023-12-13,2356.645
2023-12-14,2335.265
2023-12-15,2328.715
2023-12-18,2315.76
2023-12-19,2325.38
2023-12-20,2345.775
2023-12-21,2326.15
2023-12-22,2333.8
2023-12-25,2345.51
2023-12-26,2338.95
2023-12-27,2358.3500000000004
2023-12-28,2357.635
2023-12-29,2364.265
2024-01-04,2369.035
2024-01-05,2390.71
2024-01-09,2412.605
2024-01-10,2430.285
2024-01-11,2477.465
2024-01-12,2499.56
2024-01-15,2511.9049999999997
2024-01-16,2513.8900000000003
2024-01-17,2505.49
2024-01-18,2491.9350000000004
2024-01-19,2514.2650000000003
2024-01-22,2535.7250000000004
2024-01-23,2546.45
2024-01-24,2531.9799999999996
2024-01-25,2530.315
2024-01-26,2508.52
2024-01-29,2520.2
2024-01-30,2530.35
2024-01-31,2532.745
2024-02-01,2533.5699999999997
2024-02-02,2541.785
2024-02-05,2557.09
2024-02-06,2543.2349999999997
2024-02-07,2543.23
2024-02-08,2559.99
2024-02-09,2559.42
2024-02-13,2595.6800000000003
2024-02-14,2591.315
2024-02-15,2595.365
2024-02-16,2619.385
2024-02-19,2632.505
2024-02-20,2639.025
2024-02-21,2626.415
2024-02-22,2650.4700000000003
2024-02-26,2673.9049999999997
2024-02-27,2676.4
2024-02-28,2676.8999999999996
2024-02-29,2670.8900000000003
2024-03-01,2693.1949999999997
2024-03-04,2713.0600000000004
2024-03-05,2708.305
2024-03-06,2719.005
2024-03-07,2731.34
2024-03-08,2720.71
2024-03-11,2682.385
2024-03-12,2648.465
2024-03-13,2662.03
2024-03-14,2654.115
2024-03-15,2661.375
2024-03-18,2705.225
2024-03-19,2734.505
2024-03-21,2788.995
2024-03-22,2810.5249999999996
2024-03-25,2791.09
2024-03-26,2776.745
2024-03-27,2796.69
2024-03-28,2758.5
2024-03-29,2764.88
2024-04-01,2751.705
2024-04-02,2720.5299999999997
2024-04-03,2701.99
2024-04-04,2731.75
2024-04-05,2701.075
2024-04-08,2725.465
2024-04-09,2746.98
2024-04-10,2742.295
2024-04-11,2732.86
2024-04-12,2760.8199999999997
2024-04-15,2742.745
2024-04-16,2713.34
2024-04-17,2683.885
2024-04-18,2665.4399999999996
2024-04-19,2643.135
2024-04-22,2655.98
2024-04-23,2674.775
2024-04-24,2694.7799999999997
2024-04-25,2677.8950000000004
